Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,134.03,116.7,17.34,0,192.29,490.28,31.31
2,138.45,122.06,16.39,0,212.38,606.17,60.59
3,123.83,108.28,15.55,0,185.26,520.41,65.73
4,94.61,78.0,16.61,0,127.95,312.8,146.15
5,130.08,111.36,18.72,0,171.51,382.64,74.91
6,102.8,85.08,17.72,0,121.91,260.65,117.87
7,90.68,73.17,17.51,0,114.46,175.47,89.72
8,90.09,73.37,16.71,0,107.18,193.69,114.57
9,77.81,63.43,14.38,0,99.31,189.8,93.22
10,97.68,79.0,18.68,0,119.88,222.8,127.26
11,108.83,92.82,16.01,0,135.22,287.05,56.14
12,134.86,117.18,17.68,0,196.87,504.98,49.77
Total,1323.75,1120.45,203.3,0,1784.22,4146.74,1027.24
