Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,198.46,177.28,21.18,0,213.8,490.28,31.31
2,171.24,154.03,17.21,0,228.81,606.17,60.59
3,160.08,145.21,14.87,0,196.46,520.41,65.73
4,137.18,121.71,15.48,0,146.81,312.8,146.15
5,152.35,136.06,16.29,0,169.43,382.64,74.91
6,127.65,113.59,14.06,0,126.77,260.65,117.87
7,119.47,104.27,15.2,0,115.54,175.47,89.72
8,103.75,90.84,12.91,0,104.02,193.69,114.57
9,141.0,123.79,17.21,0,127.22,189.8,93.22
10,154.14,134.42,19.72,0,145.14,222.8,127.26
11,128.82,114.3,14.52,0,138.68,287.05,56.14
12,148.55,133.86,14.69,0,191.79,504.98,49.77
Total,1742.69,1549.36,193.34,0,1904.47,4146.74,1027.24
