Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,98.36,81.37,16.98,0,149.14,490.28,31.31
2,101.94,84.68,17.26,0,175.02,606.17,60.59
3,100.51,80.83,19.68,0,160.03,520.41,65.73
4,67.77,51.27,16.51,0,94.32,312.8,146.15
5,81.44,65.92,15.52,0,116.68,382.64,74.91
6,66.04,49.77,16.27,0,88.65,260.65,117.87
7,47.81,34.57,13.24,0,61.79,175.47,89.72
8,50.55,37.65,12.9,0,60.34,193.69,114.57
9,55.41,40.89,14.52,0,70.44,189.8,93.22
10,53.22,38.93,14.29,0,67.09,222.8,127.26
11,65.34,51.5,13.84,0,95.25,287.05,56.14
12,100.91,82.55,18.36,0,158.48,504.98,49.77
Total,889.3,699.93,189.37,0,1297.23,4146.74,1027.24
