Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,183.14,167.08,16.07,0,180.01,490.28,31.31
2,203.42,186.78,16.64,0,214.6,606.17,60.59
3,188.68,170.92,17.76,0,195.64,520.41,65.73
4,129.8,110.56,19.24,0,127.13,312.8,146.15
5,148.1,132.15,15.94,0,148.38,382.64,74.91
6,141.57,120.47,21.1,0,136.44,260.65,117.87
7,101.95,85.79,16.16,0,96.48,175.47,89.72
8,109.26,91.82,17.44,0,102.25,193.69,114.57
9,125.68,106.18,19.5,0,119.48,189.8,93.22
10,123.8,104.03,19.78,0,117.98,222.8,127.26
11,143.88,126.6,17.27,0,142.41,287.05,56.14
12,180.3,164.22,16.08,0,187.43,504.98,49.77
Total,1779.58,1566.6,212.98,0,1768.23,4146.74,1027.24
