Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,116.45,90.6,25.85,0,100.75,474.01,470.16
2,133.94,111.44,22.5,0,126.31,543.74,371.28
3,134.16,107.64,26.52,0,121.61,567.52,483.32
4,144.36,119.0,25.36,0,134.22,544.36,403.48
5,113.76,87.66,26.1,0,100.79,445.37,453.83
6,130.9,112.07,18.82,0,126.76,431.48,223.75
7,154.13,133.35,20.78,1,152.46,461.03,209.66
8,186.0,165.5,20.5,0,185.84,532.53,131.2
9,135.91,116.93,18.98,0,134.97,349.64,145.62
10,150.06,128.92,21.14,0,144.9,438.56,207.49
11,150.31,129.8,20.51,0,149.35,445.79,209.62
12,103.73,75.91,27.83,0,84.2,454.01,560.54
Total,1653.71,1378.82,274.89,1,1562.16,5688.04,3869.95
