Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,140.58,102.62,37.95,0,142.45,474.01,470.16
2,187.35,149.53,37.82,0,193.17,543.74,371.28
3,151.95,117.11,34.84,0,152.19,567.52,483.32
4,167.96,131.92,36.04,0,179.51,544.36,403.48
5,120.72,86.16,34.56,0,134.06,445.37,453.83
6,160.39,124.8,35.59,0,186.63,431.48,223.75
7,174.91,140.56,34.35,0,189.2,461.03,209.66
8,202.59,169.55,33.04,0,220.39,532.53,131.2
9,153.29,119.95,33.35,0,177.85,349.64,145.62
10,175.45,139.15,36.31,0,193.3,438.56,207.49
11,159.96,129.21,30.75,0,173.57,445.79,209.62
12,127.62,90.56,37.06,0,126.27,454.01,560.54
Total,1922.77,1501.12,421.66,0,2068.59,5688.04,3869.95
