Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,109.53,82.75,26.79,0,107.3,474.01,470.16
2,142.78,112.57,30.21,0,152.58,543.74,371.28
3,123.69,94.54,29.15,0,122.5,567.52,483.32
4,127.64,98.96,28.69,0,133.23,544.36,403.48
5,92.28,64.27,28.0,0,102.13,445.37,453.83
6,107.24,84.63,22.61,0,123.89,431.48,223.75
7,138.87,111.86,27.0,0,154.3,461.03,209.66
8,165.89,139.4,26.5,0,185.77,532.53,131.2
9,135.11,107.88,27.23,0,146.24,349.64,145.62
10,133.18,108.0,25.17,0,141.8,438.56,207.49
11,146.7,118.29,28.41,0,155.4,445.79,209.62
12,101.62,70.84,30.78,0,96.71,454.01,560.54
Total,1524.53,1193.99,330.54,0,1621.85,5688.04,3869.95
