Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,93.07,75.95,17.12,0,75.99,474.01,470.16
2,112.45,95.76,16.69,0,98.7,543.74,371.28
3,96.3,80.6,15.7,0,82.48,567.52,483.32
4,117.98,99.91,18.07,0,96.25,544.36,403.48
5,68.25,50.94,17.31,0,62.3,445.37,453.83
6,96.87,84.63,12.25,0,92.06,431.48,223.75
7,112.62,99.47,13.15,0,106.88,461.03,209.66
8,139.41,129.65,9.75,0,132.99,532.53,131.2
9,106.42,94.42,11.99,0,94.57,349.64,145.62
10,110.58,98.24,12.34,0,100.46,438.56,207.49
11,116.56,103.1,13.46,0,104.08,445.79,209.62
12,83.12,63.08,20.05,0,66.66,454.01,560.54
Total,1253.63,1075.75,177.88,0,1113.42,5688.04,3869.95
