Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,150.52,120.87,29.65,0,123.51,474.01,470.16
2,141.04,119.04,22.01,0,127.04,543.74,371.28
3,129.31,106.32,22.99,0,108.33,567.52,483.32
4,154.57,129.35,25.22,0,131.12,544.36,403.48
5,108.92,84.3,24.62,0,91.96,445.37,453.83
6,156.61,135.96,20.64,0,133.8,431.48,223.75
7,153.35,134.78,18.57,0,139.1,461.03,209.66
8,185.8,168.48,17.31,0,173.67,532.53,131.2
9,150.7,131.93,18.77,0,133.31,349.64,145.62
10,162.87,142.43,20.44,0,144.46,438.56,207.49
11,151.56,131.71,19.85,0,139.84,445.79,209.62
12,105.5,77.09,28.41,0,87.41,454.01,560.54
Total,1750.75,1482.26,268.48,0,1533.55,5688.04,3869.95
