Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,166.56,134.95,31.61,0,183.12,379.69,122.84
2,172.15,139.87,32.28,0,196.29,365.3,77.64
3,171.73,141.32,30.41,0,192.14,405.84,112.14
4,182.33,150.54,31.78,0,200.36,399.42,100.56
5,186.48,155.32,31.16,0,211.4,493.22,115.26
6,155.27,124.92,30.35,0,187.91,422.03,131.56
7,198.3,166.14,32.16,0,206.54,389.31,68.63
8,203.43,170.08,33.34,0,224.98,416.01,47.82
9,199.43,168.97,30.46,0,214.68,423.85,47.28
10,204.85,173.77,31.09,0,226.64,457.09,21.74
11,181.0,150.25,30.75,0,213.05,450.57,51.83
12,203.03,171.85,31.17,0,223.49,463.14,46.26
Total,2224.56,1847.98,376.56,0,2480.6,5065.47,943.56
