Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,188.02,170.38,17.64,0,153.83,379.69,122.84
2,159.92,145.68,14.24,0,148.61,365.3,77.64
3,187.2,168.91,18.28,0,174.43,405.84,112.14
4,169.11,152.69,16.41,0,163.3,399.42,100.56
5,187.62,172.01,15.61,0,176.28,493.22,115.26
6,174.17,157.68,16.49,0,164.28,422.03,131.56
7,189.12,172.26,16.87,0,168.65,389.31,68.63
8,203.33,185.85,17.47,0,182.52,416.01,47.82
9,191.07,176.25,14.82,0,169.73,423.85,47.28
10,224.92,207.6,17.33,0,195.24,457.09,21.74
11,201.22,184.25,16.97,0,186.84,450.57,51.83
12,212.98,196.45,16.53,0,189.15,463.14,46.26
Total,2288.68,2090.01,198.66,0,2072.86,5065.47,943.56
