Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,156.8,137.96,18.84,0,147.1,379.69,122.84
2,165.67,146.66,19.02,0,165.97,365.3,77.64
3,148.3,132.21,16.1,0,151.52,405.84,112.14
4,154.86,138.16,16.71,0,156.8,399.42,100.56
5,186.64,167.07,19.57,0,190.55,493.22,115.26
6,144.63,129.28,15.35,0,148.09,422.03,131.56
7,158.43,141.95,16.48,0,160.78,389.31,68.63
8,161.79,146.43,15.36,0,167.83,416.01,47.82
9,158.53,143.98,14.55,0,164.08,423.85,47.28
10,179.93,163.85,16.08,0,187.63,457.09,21.74
11,182.73,164.9,17.83,0,187.82,450.57,51.83
12,162.45,148.57,13.89,0,170.32,463.14,46.26
Total,1960.76,1761.02,199.78,0,1998.49,5065.47,943.56
