Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,118.47,108.54,9.94,0,103.95,379.69,122.84
2,110.82,102.15,8.66,0,110.55,365.3,77.64
3,117.65,108.9,8.75,0,111.69,405.84,112.14
4,120.1,110.94,9.16,0,115.91,399.42,100.56
5,136.46,127.25,9.22,0,134.68,493.22,115.26
6,110.03,102.19,7.84,0,106.67,422.03,131.56
7,123.49,115.55,7.95,0,115.14,389.31,68.63
8,139.07,131.14,7.93,0,126.59,416.01,47.82
9,141.62,133.17,8.45,0,131.87,423.85,47.28
10,155.78,147.56,8.22,0,144.35,457.09,21.74
11,154.36,145.24,9.12,0,141.18,450.57,51.83
12,172.47,162.06,10.41,0,151.34,463.14,46.26
Total,1600.32,1494.69,105.65,0,1493.92,5065.47,943.56
