Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,132.92,116.66,16.26,0,128.67,379.69,122.84
2,154.38,135.44,18.94,0,151.27,365.3,77.64
3,148.63,130.86,17.78,0,151.97,405.84,112.14
4,155.98,138.54,17.44,0,156.56,399.42,100.56
5,171.51,152.88,18.63,0,176.28,493.22,115.26
6,145.02,127.96,17.06,0,145.71,422.03,131.56
7,148.18,132.11,16.07,1,152.04,389.31,68.63
8,172.66,154.68,17.99,0,174.47,416.01,47.82
9,173.17,154.5,18.67,1,177.52,423.85,47.28
10,178.38,160.95,17.43,0,183.0,457.09,21.74
11,162.94,147.6,15.33,0,166.1,450.57,51.83
12,191.39,171.6,19.8,0,198.87,463.14,46.26
Total,1935.16,1723.78,211.4,2,1962.46,5065.47,943.56
