Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,139.47,121.63,17.84,0,148.11,379.69,122.84
2,148.59,130.42,18.17,0,157.8,365.3,77.64
3,144.13,127.86,16.27,0,152.03,405.84,112.14
4,124.9,111.23,13.67,0,137.02,399.42,100.56
5,171.03,153.07,17.96,0,180.65,493.22,115.26
6,151.33,131.89,19.44,0,166.04,422.03,131.56
7,161.5,142.11,19.39,0,168.89,389.31,68.63
8,163.76,147.46,16.3,0,169.71,416.01,47.82
9,165.8,148.89,16.91,0,172.42,423.85,47.28
10,178.24,162.27,15.97,0,181.96,457.09,21.74
11,191.69,172.66,19.03,0,191.02,450.57,51.83
12,176.42,158.74,17.68,0,186.79,463.14,46.26
Total,1916.86,1708.23,208.63,0,2012.44,5065.47,943.56
