Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,97.02,81.12,15.9,0,108.29,379.69,122.84
2,86.7,72.85,13.85,0,105.21,365.3,77.64
3,99.8,85.29,14.5,0,114.57,405.84,112.14
4,85.67,71.96,13.71,0,108.83,399.42,100.56
5,115.37,99.36,16.01,0,137.7,493.22,115.26
6,102.38,85.84,16.53,0,121.68,422.03,131.56
7,97.11,82.37,14.74,0,120.18,389.31,68.63
8,118.21,103.86,14.35,0,130.6,416.01,47.82
9,123.65,108.58,15.07,0,133.8,423.85,47.28
10,134.43,119.79,14.63,0,143.53,457.09,21.74
11,114.74,102.02,12.71,0,128.73,450.57,51.83
12,132.09,117.29,14.8,0,136.83,463.14,46.26
Total,1307.17,1130.33,176.8,0,1489.95,5065.47,943.56
