Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,166.03,145.21,20.82,0,156.2,495.54,194.59
2,124.0,96.53,27.47,0,110.99,485.47,472.7
3,119.34,90.7,28.64,0,98.23,442.95,495.22
4,61.63,29.86,31.77,0,39.76,398.37,1018.85
5,96.54,67.31,29.23,0,71.3,377.75,508.8
6,87.94,61.47,26.47,0,69.28,328.19,784.28
7,63.57,34.01,29.55,0,39.26,273.47,621.87
8,62.89,29.86,33.03,0,33.6,323.86,885.61
9,71.72,39.28,32.45,0,42.06,316.04,881.22
10,77.24,44.3,32.94,0,48.99,340.19,642.6
11,92.7,67.43,25.26,0,74.16,340.81,376.38
12,117.75,95.08,22.67,0,105.01,427.73,327.94
Total,1141.35,801.04,340.3,0,888.84,4550.37,7210.06
