Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,135.55,122.19,13.36,0,119.17,495.54,194.59
2,99.35,77.51,21.84,0,81.32,485.47,472.7
3,80.46,58.32,22.14,0,60.54,442.95,495.22
4,47.04,24.71,22.34,0,27.92,398.37,1018.85
5,72.61,50.24,22.37,0,49.52,377.75,508.8
6,55.22,39.12,16.1,0,41.2,328.19,784.28
7,36.36,16.98,19.38,0,19.52,273.47,621.87
8,38.91,17.94,20.97,0,19.14,323.86,885.61
9,37.85,17.75,20.11,0,19.53,316.04,881.22
10,50.31,27.02,23.29,0,28.65,340.19,642.6
11,69.28,50.12,19.16,0,51.24,340.81,376.38
12,89.72,73.14,16.58,0,75.88,427.73,327.94
Total,812.66,575.04,237.64,0,593.63,4550.37,7210.06
