Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,192.29,157.71,34.58,0,203.19,495.54,194.59
2,132.53,97.3,35.23,0,138.91,485.47,472.7
3,142.39,99.83,42.56,0,142.31,442.95,495.22
4,81.12,39.96,41.16,0,61.02,398.37,1018.85
5,119.63,79.14,40.49,0,115.14,377.75,508.8
6,82.35,49.51,32.84,0,76.15,328.19,784.28
7,88.55,49.96,38.59,0,71.22,273.47,621.87
8,72.55,36.38,36.17,0,54.82,323.86,885.61
9,85.84,44.55,41.29,0,62.16,316.04,881.22
10,85.1,48.22,36.87,0,72.12,340.19,642.6
11,109.63,75.55,34.08,0,114.78,340.81,376.38
12,155.87,116.9,38.97,0,171.68,427.73,327.94
Total,1347.85,895.01,452.83,0,1283.5,4550.37,7210.06
