Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,161.71,143.74,17.97,0,158.52,495.54,194.59
2,121.09,99.43,21.66,0,122.6,485.47,472.7
3,111.93,90.26,21.67,0,113.91,442.95,495.22
4,75.42,51.65,23.77,0,67.7,398.37,1018.85
5,99.24,76.22,23.02,0,95.46,377.75,508.8
6,76.6,58.75,17.85,0,71.23,328.19,784.28
7,73.26,51.97,21.29,0,61.55,273.47,621.87
8,71.23,48.61,22.61,0,66.43,323.86,885.61
9,67.12,46.63,20.49,0,55.17,316.04,881.22
10,68.58,48.37,20.22,0,58.83,340.19,642.6
11,86.75,68.5,18.26,0,89.5,340.81,376.38
12,130.3,110.41,19.89,0,128.82,427.73,327.94
Total,1143.23,894.54,248.7,0,1089.72,4550.37,7210.06
