Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,145.38,125.84,19.54,0,132.05,360.28,146.15
2,163.98,144.81,19.17,0,162.82,359.84,74.91
3,140.13,121.69,18.43,0,136.59,317.65,117.87
4,137.17,121.27,15.9,0,136.28,329.84,89.72
5,131.13,111.83,19.3,0,125.15,246.61,114.57
6,119.55,104.26,15.29,0,116.67,265.55,93.22
7,139.28,119.15,20.14,0,133.99,275.59,127.26
8,154.47,137.04,17.43,0,152.81,336.99,56.14
9,159.94,143.28,16.67,0,163.33,384.96,49.77
10,158.25,142.74,15.51,0,163.74,392.29,38.31
11,168.53,149.84,18.69,0,168.0,342.28,30.55
12,157.65,142.39,15.27,0,162.56,419.11,52.56
Total,1775.46,1564.14,211.34,0,1753.99,4030.99,991.03
