Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,203.11,175.75,27.36,0,170.8,360.28,146.15
2,218.48,193.34,25.14,0,195.97,359.84,74.91
3,198.5,172.76,25.75,0,176.64,317.65,117.87
4,204.71,181.35,23.36,0,175.71,329.84,89.72
5,188.12,161.06,27.06,0,167.31,246.61,114.57
6,188.77,163.14,25.63,0,172.14,265.55,93.22
7,203.4,174.21,29.19,0,182.29,275.59,127.26
8,208.52,185.27,23.25,0,185.22,336.99,56.14
9,237.75,212.56,25.19,0,209.41,384.96,49.77
10,222.3,199.68,22.62,0,200.74,392.29,38.31
11,234.95,209.5,25.46,0,205.97,342.28,30.55
12,237.52,211.41,26.1,0,221.43,419.11,52.56
Total,2546.13,2240.03,306.11,0,2263.63,4030.99,991.03
