Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,93.99,78.96,15.03,0,99.98,360.28,146.15
2,96.42,80.42,15.99,0,113.83,359.84,74.91
3,90.04,72.02,18.01,0,101.25,317.65,117.87
4,96.69,80.04,16.66,0,108.82,329.84,89.72
5,71.98,55.12,16.86,0,85.57,246.61,114.57
6,83.59,64.95,18.64,0,98.37,265.55,93.22
7,77.73,60.25,17.48,0,89.99,275.59,127.26
8,100.73,83.48,17.26,0,114.89,336.99,56.14
9,124.3,107.84,16.46,0,124.96,384.96,49.77
10,116.88,99.95,16.93,0,131.28,392.29,38.31
11,110.97,93.63,17.33,0,123.94,342.28,30.55
12,116.74,99.75,16.99,0,136.46,419.11,52.56
Total,1180.06,976.41,203.64,0,1329.34,4030.99,991.03
