Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,132.01,114.28,17.73,0,138.87,360.28,146.15
2,138.96,121.76,17.2,0,154.11,359.84,74.91
3,128.66,111.68,16.98,0,135.03,317.65,117.87
4,139.61,121.41,18.2,0,150.44,329.84,89.72
5,110.27,92.3,17.98,0,124.02,246.61,114.57
6,119.07,101.23,17.83,0,134.93,265.55,93.22
7,100.79,83.62,17.17,0,122.9,275.59,127.26
8,144.24,126.02,18.22,1,158.28,336.99,56.14
9,157.11,140.55,16.56,0,165.28,384.96,49.77
10,164.06,144.87,19.19,0,183.98,392.29,38.31
11,130.03,113.19,16.84,0,154.33,342.28,30.55
12,158.13,140.25,17.88,0,176.66,419.11,52.56
Total,1622.94,1411.16,211.78,1,1798.83,4030.99,991.03
