Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,112.88,99.56,13.32,0,104.55,360.28,146.15
2,106.47,97.74,8.73,0,107.29,359.84,74.91
3,90.29,81.03,9.26,0,88.25,317.65,117.87
4,110.63,99.82,10.81,0,107.29,329.84,89.72
5,81.06,70.7,10.36,0,76.4,246.61,114.57
6,83.6,74.45,9.15,0,83.38,265.55,93.22
7,83.2,72.73,10.48,0,80.28,275.59,127.26
8,108.92,100.34,8.58,0,105.93,336.99,56.14
9,122.63,114.72,7.91,0,116.41,384.96,49.77
10,138.24,128.93,9.32,0,128.98,392.29,38.31
11,113.24,104.64,8.6,0,115.21,342.28,30.55
12,126.51,117.36,9.15,0,129.23,419.11,52.56
Total,1277.67,1162.02,115.67,0,1243.2,4030.99,991.03
