Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,128.85,95.28,33.57,0,145.84,276.67,192.65
2,82.37,47.61,34.76,0,86.25,230.76,427.39
3,89.63,50.56,39.08,0,88.75,224.23,480.75
4,39.77,9.04,30.72,0,22.24,187.52,1040.26
5,67.3,33.08,34.22,0,57.56,190.98,491.04
6,58.58,22.62,35.97,0,48.17,152.1,818.39
7,49.99,15.75,34.25,0,30.99,143.92,646.09
8,57.84,21.67,36.17,0,31.82,148.12,842.99
9,47.37,11.4,35.96,0,19.69,164.7,803.42
10,54.1,18.52,35.57,0,31.89,139.95,763.58
11,76.21,41.42,34.79,0,76.14,171.59,365.98
12,85.37,52.8,32.57,0,93.56,214.37,330.3
Total,837.38,419.75,417.63,0,732.9,2244.91,7202.84
