Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,122.8,100.77,22.03,0,109.33,276.67,192.65
2,70.94,43.9,27.05,0,52.33,230.76,427.39
3,57.29,30.54,26.75,0,34.6,224.23,480.75
4,32.88,5.42,27.46,0,6.65,187.52,1040.26
5,50.7,24.72,25.98,0,27.15,190.98,491.04
6,37.37,14.18,23.19,0,16.12,152.1,818.39
7,36.6,10.82,25.78,0,12.08,143.92,646.09
8,36.2,7.39,28.8,0,8.3,148.12,842.99
9,30.84,5.32,25.52,0,6.6,164.7,803.42
10,28.66,4.01,24.65,0,4.67,139.95,763.58
11,57.96,36.75,21.2,0,37.66,171.59,365.98
12,88.04,61.69,26.36,0,69.78,214.37,330.3
Total,650.28,345.51,304.77,0,385.27,2244.91,7202.84
