Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,66.59,48.93,17.66,0,67.87,276.67,192.65
2,33.47,15.19,18.28,0,30.45,230.76,427.39
3,27.98,10.29,17.69,0,19.89,224.23,480.75
4,18.6,6.98,11.62,0,15.42,187.52,1040.26
5,26.84,10.78,16.06,0,20.51,190.98,491.04
6,21.12,8.26,12.86,0,15.58,152.1,818.39
7,20.59,5.57,15.02,0,9.82,143.92,646.09
8,15.33,4.8,10.52,0,7.58,148.12,842.99
9,25.5,7.98,17.52,0,12.7,164.7,803.42
10,17.87,6.09,11.78,0,11.2,139.95,763.58
11,26.81,12.28,14.54,0,22.56,171.59,365.98
12,29.5,13.48,16.02,0,25.8,214.37,330.3
Total,330.2,150.63,179.57,0,259.38,2244.91,7202.84
