Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,215.2,182.06,33.14,0,164.95,276.67,192.65
2,125.8,89.64,36.16,0,100.06,230.76,427.39
3,115.73,79.24,36.49,0,83.48,224.23,480.75
4,72.37,27.29,45.08,0,31.02,187.52,1040.26
5,100.42,64.24,36.18,0,63.42,190.98,491.04
6,86.93,51.12,35.82,0,56.97,152.1,818.39
7,83.91,42.1,41.8,0,44.49,143.92,646.09
8,73.68,32.59,41.09,0,33.2,148.12,842.99
9,66.15,25.33,40.82,0,27.69,164.7,803.42
10,72.75,31.78,40.98,0,33.47,139.95,763.58
11,129.08,94.18,34.9,0,84.57,171.59,365.98
12,132.39,100.07,32.32,0,103.38,214.37,330.3
Total,1274.41,819.64,454.78,0,826.7,2244.91,7202.84
