Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,79.4,65.96,13.44,0,65.93,276.67,192.65
2,41.74,20.69,21.05,0,26.04,230.76,427.39
3,38.11,16.96,21.15,0,19.17,224.23,480.75
4,24.26,4.83,19.43,0,6.73,187.52,1040.26
5,34.17,14.26,19.91,0,15.25,190.98,491.04
6,27.07,11.38,15.68,0,11.5,152.1,818.39
7,22.11,5.41,16.71,0,6.09,143.92,646.09
8,22.26,5.22,17.04,0,5.67,148.12,842.99
9,30.17,7.05,23.13,0,6.92,164.7,803.42
10,22.92,5.07,17.85,0,5.09,139.95,763.58
11,30.79,15.63,15.16,0,14.71,171.59,365.98
12,36.71,19.23,17.48,0,20.93,214.37,330.3
Total,409.71,191.69,218.03,0,204.03,2244.91,7202.84
