Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,133.51,112.89,20.62,0,100.74,276.67,192.65
2,78.17,49.63,28.54,0,62.82,230.76,427.39
3,78.12,47.86,30.26,0,51.57,224.23,480.75
4,41.51,9.2,32.31,0,12.68,187.52,1040.26
5,53.34,24.73,28.6,0,25.14,190.98,491.04
6,58.86,33.51,25.35,0,31.66,152.1,818.39
7,53.33,20.88,32.45,0,22.77,143.92,646.09
8,48.48,17.63,30.85,0,17.49,148.12,842.99
9,51.68,14.75,36.94,0,14.39,164.7,803.42
10,47.92,17.07,30.85,0,16.23,139.95,763.58
11,74.78,49.68,25.1,0,44.65,171.59,365.98
12,81.22,57.95,23.27,0,55.05,214.37,330.3
Total,800.92,455.78,345.14,0,455.19,2244.91,7202.84
