Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,136.1,112.26,23.84,0,116.92,276.67,192.65
2,75.88,48.41,27.47,0,58.91,230.76,427.39
3,84.88,52.62,32.26,0,57.68,224.23,480.75
4,42.61,10.87,31.73,0,15.35,187.52,1040.26
5,68.68,38.31,30.37,0,39.93,190.98,491.04
6,59.75,33.24,26.51,0,36.09,152.1,818.39
7,44.66,15.82,28.84,0,19.63,143.92,646.09
8,52.96,20.06,32.9,0,21.2,148.12,842.99
9,41.36,9.32,32.04,0,12.08,164.7,803.42
10,44.41,12.34,32.06,0,12.69,139.95,763.58
11,64.65,38.15,26.5,0,40.01,171.59,365.98
12,79.76,54.88,24.87,0,59.81,214.37,330.3
Total,795.7,446.28,349.39,0,490.3,2244.91,7202.84
