Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,177.33,157.91,19.41,0,178.55,474.01,117.54
2,189.57,170.5,19.08,0,192.65,543.74,92.82
3,179.28,162.08,17.2,0,187.38,567.52,120.83
4,191.7,172.25,19.46,0,195.14,544.36,100.87
5,158.96,141.33,17.64,0,161.61,445.37,113.46
6,175.48,156.58,18.9,0,177.92,431.48,55.94
7,172.02,155.21,16.81,0,178.34,461.03,52.42
8,194.68,177.35,17.32,0,202.45,532.53,32.8
9,143.41,127.9,15.52,0,147.13,349.64,36.4
10,158.88,143.55,15.32,0,161.39,438.56,51.87
11,174.56,156.77,17.79,0,181.18,445.79,52.41
12,166.34,146.5,19.84,0,166.94,454.01,140.13
Total,2082.21,1867.93,214.29,0,2130.68,5688.04,967.49
