Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,107.25,92.14,15.11,0,128.21,474.01,117.54
2,139.98,123.72,16.26,0,158.25,543.74,92.82
3,136.46,121.48,14.97,0,150.05,567.52,120.83
4,136.31,120.92,15.39,0,153.08,544.36,100.87
5,108.85,92.97,15.88,0,129.8,445.37,113.46
6,115.95,99.75,16.2,0,137.58,431.48,55.94
7,128.69,113.01,15.68,0,145.44,461.03,52.42
8,136.62,121.98,14.64,0,155.71,532.53,32.8
9,108.48,92.7,15.77,0,119.44,349.64,36.4
10,111.53,97.45,14.08,0,130.44,438.56,51.87
11,124.19,109.35,14.84,0,136.43,445.79,52.41
12,98.41,84.33,14.07,0,116.46,454.01,140.13
Total,1452.72,1269.8,182.89,0,1660.89,5688.04,967.49
