Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,158.52,141.49,17.03,0,165.1,474.01,117.54
2,197.15,177.69,19.46,0,194.6,543.74,92.82
3,170.84,155.59,15.25,0,183.12,567.52,120.83
4,181.64,164.31,17.33,0,188.12,544.36,100.87
5,148.79,132.0,16.79,0,164.75,445.37,113.46
6,154.49,138.13,16.37,0,171.2,431.48,55.94
7,162.99,146.78,16.21,0,176.92,461.03,52.42
8,199.82,181.07,18.74,0,207.85,532.53,32.8
9,137.5,122.28,15.21,0,151.94,349.64,36.4
10,165.79,148.46,17.32,0,178.01,438.56,51.87
11,166.87,151.62,15.25,0,170.12,445.79,52.41
12,153.29,136.17,17.12,0,162.86,454.01,140.13
Total,1997.69,1795.59,202.08,0,2114.59,5688.04,967.49
