Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,140.95,119.51,21.45,0,160.37,474.01,117.54
2,163.08,141.08,22.0,0,185.04,543.74,92.82
3,189.32,164.03,25.29,0,205.46,567.52,120.83
4,166.57,143.42,23.15,0,189.81,544.36,100.87
5,148.57,124.39,24.18,0,170.52,445.37,113.46
6,145.93,122.89,23.04,0,172.0,431.48,55.94
7,165.04,141.52,23.52,0,182.61,461.03,52.42
8,188.76,163.57,25.19,0,208.79,532.53,32.8
9,165.41,138.41,27.0,0,172.23,349.64,36.4
10,153.83,130.83,23.0,0,175.53,438.56,51.87
11,159.84,136.3,23.54,0,173.43,445.79,52.41
12,149.29,125.05,24.24,0,170.34,454.01,140.13
Total,1936.59,1651.0,285.6,0,2166.13,5688.04,967.49
