Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,134.5,125.14,9.35,0,126.53,474.01,117.54
2,161.53,152.66,8.87,0,151.78,543.74,92.82
3,167.78,157.65,10.14,0,156.2,567.52,120.83
4,155.31,146.38,8.93,0,149.47,544.36,100.87
5,122.89,114.85,8.04,0,118.2,445.37,113.46
6,132.37,124.79,7.58,0,126.71,431.48,55.94
7,131.63,124.6,7.03,0,131.76,461.03,52.42
8,164.92,157.25,7.67,0,156.91,532.53,32.8
9,114.11,106.75,7.36,0,111.2,349.64,36.4
10,140.81,131.31,9.5,0,138.99,438.56,51.87
11,145.83,137.27,8.56,0,136.21,445.79,52.41
12,129.53,120.18,9.35,0,119.18,454.01,140.13
Total,1701.21,1598.83,102.38,0,1623.14,5688.04,967.49
