Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,163.59,147.31,16.28,0,158.41,474.01,117.54
2,189.57,172.33,17.24,0,196.53,543.74,92.82
3,187.41,170.12,17.3,0,194.98,567.52,120.83
4,189.48,171.85,17.63,0,196.91,544.36,100.87
5,170.2,151.93,18.27,0,172.46,445.37,113.46
6,170.2,153.68,16.52,0,174.86,431.48,55.94
7,175.44,159.09,16.36,0,181.9,461.03,52.42
8,177.97,164.43,13.53,0,188.34,532.53,32.8
9,165.89,147.9,17.99,0,168.66,349.64,36.4
10,169.99,153.76,16.23,0,176.04,438.56,51.87
11,176.62,159.65,16.97,0,181.78,445.79,52.41
12,162.55,144.81,17.74,0,165.77,454.01,140.13
Total,2098.91,1896.86,202.06,0,2156.64,5688.04,967.49
