Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,115.37,88.75,26.63,0,92.1,258.78,295.89
2,104.52,80.02,24.5,0,89.38,300.73,447.46
3,74.12,50.97,23.14,0,57.64,234.1,343.63
4,77.88,50.42,27.46,0,55.81,238.69,496.27
5,62.78,34.21,28.57,0,38.08,245.2,558.76
6,84.81,59.73,25.08,0,63.48,234.18,324.37
7,136.84,115.71,21.13,0,126.74,355.08,187.22
8,193.71,175.34,18.38,0,199.47,678.23,185.24
9,157.1,140.38,16.72,0,158.85,426.82,89.72
10,181.41,160.49,20.91,0,183.35,551.51,170.78
11,167.61,143.99,23.62,0,164.1,536.72,244.13
12,167.86,145.51,22.36,0,163.42,503.75,215.77
Total,1524.01,1245.52,278.5,0,1392.42,4563.79,3559.24
