Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,139.02,103.34,35.68,0,128.28,258.78,295.89
2,96.15,62.49,33.66,0,95.4,300.73,447.46
3,108.01,72.05,35.96,0,114.89,234.1,343.63
4,95.24,58.82,36.42,0,86.84,238.69,496.27
5,79.39,45.7,33.69,0,64.44,245.2,558.76
6,109.36,73.81,35.56,0,114.34,234.18,324.37
7,164.11,129.46,34.66,0,171.24,355.08,187.22
8,226.95,192.33,34.62,0,243.7,678.23,185.24
9,192.06,158.88,33.18,0,217.31,426.82,89.72
10,191.36,157.19,34.17,0,214.2,551.51,170.78
11,192.95,156.61,36.35,0,211.83,536.72,244.13
12,169.69,135.97,33.73,0,187.67,503.75,215.77
Total,1764.29,1346.65,417.68,0,1850.14,4563.79,3559.24
