Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,155.66,138.23,17.43,0,124.14,258.78,295.89
2,148.82,132.8,16.02,0,128.98,300.73,447.46
3,130.65,115.31,15.34,0,112.89,234.1,343.63
4,122.1,107.21,14.9,0,105.41,238.69,496.27
5,119.25,105.21,14.03,0,101.38,245.2,558.76
6,137.72,121.87,15.85,0,117.71,234.18,324.37
7,192.78,175.6,17.18,0,159.02,355.08,187.22
8,229.36,214.49,14.87,0,212.87,678.23,185.24
9,198.1,181.22,16.89,0,180.18,426.82,89.72
10,203.91,188.82,15.09,0,195.15,551.51,170.78
11,198.74,182.04,16.7,0,194.15,536.72,244.13
12,212.2,194.44,17.75,0,195.82,503.75,215.77
Total,2049.29,1857.24,192.05,0,1827.7,4563.79,3559.24
