Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,54.63,37.93,16.7,0,46.12,258.78,295.89
2,54.68,38.72,15.96,0,48.14,300.73,447.46
3,37.64,20.42,17.21,0,32.98,234.1,343.63
4,33.75,17.69,16.07,0,23.93,238.69,496.27
5,35.18,17.97,17.2,0,21.58,245.2,558.76
6,31.17,18.43,12.74,0,22.29,234.18,324.37
7,86.73,70.63,16.09,0,82.1,355.08,187.22
8,148.68,130.11,18.57,0,163.86,678.23,185.24
9,119.93,103.91,16.03,0,125.1,426.82,89.72
10,124.12,107.46,16.66,0,133.37,551.51,170.78
11,111.66,90.87,20.79,0,127.75,536.72,244.13
12,106.4,87.64,18.76,0,120.88,503.75,215.77
Total,944.57,741.78,202.78,0,948.1,4563.79,3559.24
