Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,120.07,98.52,21.55,0,100.39,294.79,218.81
2,94.65,68.94,25.71,0,75.63,284.76,400.1
3,89.05,59.89,29.16,0,67.86,283.52,473.07
4,63.52,32.83,30.69,0,37.9,251.69,1038.69
5,61.7,31.64,30.07,0,35.43,244.76,543.87
6,74.46,47.89,26.56,0,51.61,237.76,815.82
7,74.5,43.25,31.26,0,46.44,228.2,637.17
8,63.9,35.82,28.09,0,40.83,225.76,738.61
9,48.97,16.47,32.5,0,21.23,209.29,681.24
10,57.83,25.38,32.45,0,27.48,216.03,918.77
11,91.22,64.15,27.07,0,66.48,231.46,372.91
12,97.55,72.09,25.46,0,78.62,246.47,329.16
Total,937.42,596.87,340.57,0,649.9,2954.49,7168.22
