Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,84.77,65.36,19.41,0,83.09,294.79,218.81
2,63.34,41.43,21.91,0,55.2,284.76,400.1
3,41.47,24.85,16.63,0,34.8,283.52,473.07
4,27.16,12.7,14.45,0,19.48,251.69,1038.69
5,34.47,19.75,14.72,0,24.96,244.76,543.87
6,35.27,20.66,14.6,0,27.44,237.76,815.82
7,38.19,21.15,17.04,0,27.92,228.2,637.17
8,28.12,15.0,13.12,0,20.44,225.76,738.61
9,29.84,15.33,14.51,0,19.18,209.29,681.24
10,26.33,13.25,13.09,0,17.48,216.03,918.77
11,37.49,25.12,12.36,0,34.34,231.46,372.91
12,51.3,32.55,18.75,0,43.03,246.47,329.16
Total,497.75,307.15,190.59,0,407.36,2954.49,7168.22
