Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,208.09,175.53,32.56,0,159.93,294.79,218.81
2,144.34,112.33,32.01,0,107.13,284.76,400.1
3,121.48,86.26,35.22,0,95.38,283.52,473.07
4,89.84,49.2,40.64,0,51.14,251.69,1038.69
5,97.74,61.05,36.69,0,65.8,244.76,543.87
6,110.75,78.0,32.75,0,76.41,237.76,815.82
7,108.46,68.94,39.51,0,70.52,228.2,637.17
8,96.88,59.92,36.95,0,63.08,225.76,738.61
9,98.62,55.9,42.72,0,57.51,209.29,681.24
10,90.37,45.69,44.67,0,48.83,216.03,918.77
11,151.55,117.22,34.33,0,103.38,231.46,372.91
12,159.29,126.58,32.71,0,118.4,246.47,329.16
Total,1477.41,1036.62,440.76,0,1017.51,2954.49,7168.22
