Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,162.72,141.76,20.96,0,157.67,276.67,27.52
2,126.28,108.62,17.67,0,123.35,230.76,61.06
3,133.62,114.32,19.3,0,130.35,224.23,68.68
4,104.83,84.93,19.9,0,93.35,187.52,148.61
5,110.64,94.38,16.26,0,105.83,190.98,70.15
6,100.4,82.57,17.83,0,93.74,152.1,116.91
7,106.0,88.03,17.97,0,99.33,143.92,92.3
8,94.32,77.21,17.12,0,87.38,148.12,120.43
9,111.81,92.25,19.56,0,102.21,164.7,114.77
10,98.98,80.94,18.04,0,92.4,139.95,109.08
11,121.09,102.91,18.19,0,116.58,171.59,52.28
12,130.39,112.42,17.97,0,127.65,214.37,47.19
Total,1401.08,1180.34,220.77,0,1329.84,2244.91,1028.98
