Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,83.38,68.76,14.61,0,97.93,276.67,27.52
2,67.57,51.91,15.66,0,88.02,230.76,61.06
3,71.91,56.02,15.89,0,88.02,224.23,68.68
4,51.55,36.26,15.29,0,61.08,187.52,148.61
5,58.8,43.99,14.81,0,73.92,190.98,70.15
6,40.4,27.45,12.94,0,53.11,152.1,116.91
7,45.29,30.98,14.31,0,59.41,143.92,92.3
8,45.51,32.52,13.0,0,50.49,148.12,120.43
9,48.6,35.06,13.55,0,55.67,164.7,114.77
10,40.97,28.31,12.66,0,45.8,139.95,109.08
11,56.26,41.93,14.33,0,69.69,171.59,52.28
12,63.69,49.76,13.93,0,81.18,214.37,47.19
Total,673.93,502.95,170.98,0,824.32,2244.91,1028.98
