Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,171.07,153.72,17.35,0,141.78,276.67,27.52
2,153.44,136.89,16.56,0,133.74,230.76,61.06
3,139.28,124.88,14.39,0,119.94,224.23,68.68
4,129.12,112.61,16.51,0,116.85,187.52,148.61
5,127.5,112.58,14.92,0,115.23,190.98,70.15
6,119.69,105.19,14.5,0,100.92,152.1,116.91
7,119.63,103.97,15.65,0,107.66,143.92,92.3
8,124.29,107.95,16.34,0,109.77,148.12,120.43
9,132.43,115.35,17.09,0,117.57,164.7,114.77
10,112.99,98.94,14.05,0,95.76,139.95,109.08
11,125.8,110.55,15.25,0,115.33,171.59,52.28
12,159.37,141.95,17.42,0,137.01,214.37,47.19
Total,1614.61,1424.58,190.03,0,1411.56,2244.91,1028.98
