Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,122.92,112.54,10.38,0,107.48,276.67,27.52
2,90.43,81.52,8.92,0,83.87,230.76,61.06
3,89.33,79.69,9.64,0,82.87,224.23,68.68
4,57.35,46.35,11.0,0,52.5,187.52,148.61
5,60.82,54.43,6.39,0,56.67,190.98,70.15
6,57.34,47.47,9.87,0,50.14,152.1,116.91
7,62.86,52.83,10.03,0,55.77,143.92,92.3
8,66.73,55.85,10.88,0,53.17,148.12,120.43
9,63.13,52.8,10.33,0,55.96,164.7,114.77
10,68.17,56.55,11.62,0,56.12,139.95,109.08
11,74.83,65.47,9.35,0,71.48,171.59,52.28
12,84.93,76.47,8.46,0,80.26,214.37,47.19
Total,898.84,781.97,116.87,0,806.29,2244.91,1028.98
