Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,140.73,122.99,17.74,0,145.55,276.67,27.52
2,114.19,96.13,18.07,0,132.98,230.76,61.06
3,122.17,101.75,20.42,0,142.81,224.23,68.68
4,84.12,65.97,18.15,0,102.57,187.52,148.61
5,110.25,92.1,18.16,0,119.36,190.98,70.15
6,95.49,75.97,19.52,0,106.56,152.1,116.91
7,98.11,79.48,18.63,0,107.59,143.92,92.3
8,92.55,75.16,17.39,0,97.91,148.12,120.43
9,92.68,75.35,17.33,0,100.12,164.7,114.77
10,96.37,77.01,19.36,0,111.5,139.95,109.08
11,94.77,79.07,15.7,0,107.26,171.59,52.28
12,112.45,95.63,16.82,0,122.62,214.37,47.19
Total,1253.88,1036.61,217.29,0,1396.83,2244.91,1028.98
