Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,159.73,128.99,30.74,0,178.82,276.67,27.52
2,136.1,104.68,31.42,0,164.36,230.76,61.06
3,126.39,96.27,30.12,0,163.3,224.23,68.68
4,120.85,88.07,32.77,0,145.21,187.52,148.61
5,117.63,88.1,29.53,0,141.52,190.98,70.15
6,126.99,93.15,33.84,0,148.0,152.1,116.91
7,116.69,85.64,31.05,0,139.76,143.92,92.3
8,120.12,88.47,31.65,0,136.33,148.12,120.43
9,102.59,74.86,27.73,0,123.6,164.7,114.77
10,111.62,79.62,32.0,0,138.62,139.95,109.08
11,120.61,90.14,30.47,0,151.31,171.59,52.28
12,136.49,106.8,29.68,0,156.84,214.37,47.19
Total,1495.81,1124.79,371.0,0,1787.67,2244.91,1028.98
