Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,216.62,191.82,24.8,0,173.86,276.67,27.52
2,200.9,174.75,26.15,0,177.39,230.76,61.06
3,198.31,171.96,26.36,0,175.88,224.23,68.68
4,164.37,137.88,26.49,0,139.18,187.52,148.61
5,179.88,156.35,23.52,0,149.38,190.98,70.15
6,169.11,142.91,26.2,0,139.4,152.1,116.91
7,144.94,122.75,22.19,0,123.14,143.92,92.3
8,169.21,142.85,26.36,0,138.57,148.12,120.43
9,176.71,149.73,26.98,0,147.0,164.7,114.77
10,161.2,133.58,27.62,0,145.4,139.95,109.08
11,174.88,151.39,23.49,0,148.54,171.59,52.28
12,176.65,154.3,22.35,0,155.7,214.37,47.19
Total,2132.78,1830.27,302.51,0,1813.44,2244.91,1028.98
