Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,104.55,82.32,22.23,0,91.21,379.69,491.37
2,107.77,88.08,19.69,1,108.62,365.3,310.55
3,100.71,81.86,18.85,0,96.78,405.84,448.56
4,110.0,89.28,20.73,0,105.98,399.42,402.24
5,108.69,87.94,20.75,0,117.5,493.22,461.02
6,84.72,65.38,19.34,0,85.28,422.03,526.24
7,126.17,107.02,19.15,0,117.59,389.31,274.53
8,146.22,127.38,18.84,0,146.23,416.01,191.3
9,141.32,123.5,17.83,1,136.78,423.85,189.1
10,167.42,149.26,18.16,0,176.84,457.09,86.94
11,151.3,132.53,18.77,0,152.57,450.57,207.33
12,159.36,141.78,17.58,0,165.41,463.14,185.03
Total,1508.23,1276.33,231.92,2,1500.79,5065.47,3774.21
