Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,163.75,145.45,18.3,0,136.27,379.69,491.37
2,179.14,161.31,17.83,0,154.81,365.3,310.55
3,163.05,147.25,15.8,0,148.11,405.84,448.56
4,151.91,137.01,14.9,0,139.01,399.42,402.24
5,164.8,148.16,16.64,0,159.17,493.22,461.02
6,166.4,148.79,17.61,0,149.95,422.03,526.24
7,155.74,141.46,14.29,0,141.51,389.31,274.53
8,179.61,164.13,15.48,0,161.45,416.01,191.3
9,185.97,170.08,15.89,0,167.14,423.85,189.1
10,213.21,195.78,17.43,0,189.1,457.09,86.94
11,199.03,180.84,18.19,0,179.75,450.57,207.33
12,210.33,193.07,17.26,0,183.61,463.14,185.03
Total,2132.94,1933.33,199.62,0,1909.88,5065.47,3774.21
