Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,58.59,37.63,20.95,0,41.18,379.69,491.37
2,91.13,74.79,16.35,0,69.86,365.3,310.55
3,71.38,55.16,16.23,0,56.19,405.84,448.56
4,72.83,55.55,17.28,0,56.58,399.42,402.24
5,73.05,55.72,17.33,0,62.46,493.22,461.02
6,66.11,45.97,20.14,0,47.77,422.03,526.24
7,94.75,79.0,15.75,0,78.7,389.31,274.53
8,110.51,97.24,13.27,0,98.8,416.01,191.3
9,106.67,94.91,11.75,0,96.54,423.85,189.1
10,154.48,144.13,10.35,0,133.94,457.09,86.94
11,112.94,100.98,11.96,0,101.99,450.57,207.33
12,125.0,112.8,12.2,0,108.44,463.14,185.03
Total,1137.44,953.88,183.56,0,952.45,5065.47,3774.21
