Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,95.75,69.26,26.49,0,76.53,379.69,491.37
2,124.91,100.51,24.4,0,110.88,365.3,310.55
3,98.27,74.89,23.37,0,86.07,405.84,448.56
4,112.98,88.6,24.39,0,96.98,399.42,402.24
5,110.16,86.05,24.12,0,101.21,493.22,461.02
6,94.85,66.91,27.95,0,75.73,422.03,526.24
7,119.97,98.35,21.62,0,110.77,389.31,274.53
8,144.39,124.74,19.65,0,140.6,416.01,191.3
9,149.91,128.95,20.95,0,147.15,423.85,189.1
10,163.91,145.79,18.11,0,165.86,457.09,86.94
11,143.01,122.5,20.5,0,139.8,450.57,207.33
12,154.71,133.66,21.05,0,152.1,463.14,185.03
Total,1512.82,1240.21,272.6,0,1403.68,5065.47,3774.21
