Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,128.08,88.75,39.34,0,125.06,379.69,491.37
2,147.46,110.55,36.9,0,150.2,365.3,310.55
3,145.16,107.55,37.6,0,149.06,405.84,448.56
4,136.16,98.95,37.21,0,136.73,399.42,402.24
5,137.72,100.82,36.9,0,155.94,493.22,461.02
6,132.59,93.67,38.92,0,123.91,422.03,526.24
7,142.87,108.23,34.64,0,159.51,389.31,274.53
8,161.05,128.49,32.56,0,178.45,416.01,191.3
9,168.95,134.1,34.84,0,193.05,423.85,189.1
10,178.65,148.73,29.92,0,202.62,457.09,86.94
11,179.82,147.37,32.45,0,187.16,450.57,207.33
12,180.9,148.11,32.8,0,189.66,463.14,185.03
Total,1839.41,1415.32,424.08,0,1951.35,5065.47,3774.21
