Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,162.55,125.22,37.33,0,120.97,379.69,491.37
2,177.34,148.08,29.25,0,136.11,365.3,310.55
3,160.85,129.77,31.08,0,128.55,405.84,448.56
4,176.53,143.26,33.27,0,139.91,399.42,402.24
5,176.74,142.3,34.43,0,152.75,493.22,461.02
6,141.64,106.6,35.04,0,115.26,422.03,526.24
7,187.25,156.9,30.35,0,154.75,389.31,274.53
8,211.1,183.33,27.77,0,180.09,416.01,191.3
9,222.75,194.97,27.78,0,188.09,423.85,189.1
10,262.54,234.07,28.47,0,233.62,457.09,86.94
11,211.82,183.59,28.23,0,191.16,450.57,207.33
12,240.89,210.93,29.96,0,203.19,463.14,185.03
Total,2332.0,1959.02,372.96,0,1944.45,5065.47,3774.21
