Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,59.35,38.31,21.04,0,48.52,379.69,491.37
2,74.21,54.57,19.64,0,74.05,365.3,310.55
3,58.77,41.14,17.63,0,60.38,405.84,448.56
4,55.72,37.35,18.38,0,54.62,399.42,402.24
5,65.53,46.78,18.75,0,72.79,493.22,461.02
6,49.85,30.1,19.75,0,46.09,422.03,526.24
7,75.1,56.22,18.88,0,80.25,389.31,274.53
8,86.03,69.72,16.3,0,96.58,416.01,191.3
9,93.88,76.42,17.46,0,102.33,423.85,189.1
10,123.82,107.72,16.1,0,133.37,457.09,86.94
11,105.37,87.49,17.88,0,110.06,450.57,207.33
12,107.09,91.14,15.95,0,107.46,463.14,185.03
Total,954.72,736.96,217.76,0,986.5,5065.47,3774.21
