Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,303.61,275.7,27.91,0,242.28,495.54,27.8
2,234.08,210.09,23.99,0,226.73,485.47,67.53
3,254.74,228.33,26.41,0,226.93,442.95,70.75
4,207.54,182.85,24.68,0,185.95,398.37,145.55
5,219.98,195.22,24.76,0,200.3,377.75,72.69
6,201.19,177.42,23.77,0,174.47,328.19,112.04
7,195.23,170.65,24.58,0,171.62,273.47,88.84
8,200.55,177.01,23.54,0,167.73,323.86,126.52
9,211.21,184.38,26.83,0,181.69,316.04,125.89
10,217.99,193.39,24.6,0,186.01,340.19,91.8
11,217.8,195.06,22.74,0,186.71,340.81,53.77
12,242.25,218.43,23.83,0,216.16,427.73,46.85
Total,2706.17,2408.53,297.64,0,2366.58,4550.37,1030.03
