Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,194.6,177.14,17.46,0,191.57,495.54,27.8
2,185.65,167.93,17.72,0,192.38,485.47,67.53
3,161.79,146.5,15.29,0,167.58,442.95,70.75
4,149.36,131.28,18.08,0,149.79,398.37,145.55
5,161.05,143.34,17.71,0,162.43,377.75,72.69
6,139.03,121.62,17.41,0,139.06,328.19,112.04
7,138.4,120.18,18.22,0,136.72,273.47,88.84
8,151.89,131.82,20.07,0,148.25,323.86,126.52
9,129.95,113.02,16.94,0,128.83,316.04,125.89
10,137.69,122.03,15.65,0,137.54,340.19,91.8
11,151.44,134.91,16.53,0,153.27,340.81,53.77
12,168.02,151.96,16.06,0,173.63,427.73,46.85
Total,1868.87,1661.73,207.14,0,1881.05,4550.37,1030.03
