Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,164.48,156.21,8.26,0,147.56,495.54,27.8
2,141.89,134.58,7.3,0,136.14,485.47,67.53
3,140.23,130.78,9.45,0,136.06,442.95,70.75
4,112.84,101.3,11.54,0,115.23,398.37,145.55
5,119.44,110.71,8.73,0,113.69,377.75,72.69
6,93.57,84.71,8.86,0,92.57,328.19,112.04
7,97.81,88.07,9.74,0,89.45,273.47,88.84
8,90.64,81.52,9.12,0,90.0,323.86,126.52
9,101.16,90.37,10.79,0,93.78,316.04,125.89
10,112.68,103.84,8.84,0,100.72,340.19,91.8
11,108.03,100.81,7.23,0,103.24,340.81,53.77
12,143.12,133.37,9.75,0,139.61,427.73,46.85
Total,1425.89,1316.27,109.61,0,1358.05,4550.37,1030.03
