Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,148.43,133.14,15.28,0,153.9,495.54,27.8
2,124.83,110.82,14.02,0,139.19,485.47,67.53
3,120.85,105.85,14.99,0,136.44,442.95,70.75
4,90.65,76.11,14.54,0,108.8,398.37,145.55
5,94.19,79.05,15.14,0,115.25,377.75,72.69
6,85.8,70.76,15.04,0,96.65,328.19,112.04
7,70.81,56.38,14.43,0,86.77,273.47,88.84
8,75.37,61.83,13.54,0,88.49,323.86,126.52
9,92.58,76.85,15.74,0,96.92,316.04,125.89
10,92.87,78.83,14.04,0,100.89,340.19,91.8
11,94.3,79.29,15.01,0,116.85,340.81,53.77
12,124.91,110.55,14.36,0,130.91,427.73,46.85
Total,1215.59,1039.46,176.13,0,1371.06,4550.37,1030.03
