Run,Total Cost,Bill Cost,Battery Cost,Impaired,CO2,House Consumption,Production
1,220.09,190.8,29.3,0,226.74,495.54,27.8
2,208.51,175.64,32.87,0,235.01,485.47,67.53
3,199.74,166.29,33.45,0,227.21,442.95,70.75
4,159.24,130.41,28.83,0,178.95,398.37,145.55
5,177.59,145.26,32.33,0,202.49,377.75,72.69
6,160.37,129.05,31.32,0,182.46,328.19,112.04
7,133.26,105.18,28.08,0,151.55,273.47,88.84
8,142.2,111.15,31.05,0,171.82,323.86,126.52
9,146.77,113.71,33.06,0,178.31,316.04,125.89
10,165.13,132.3,32.83,0,195.51,340.19,91.8
11,167.73,134.75,32.98,0,198.87,340.81,53.77
12,190.03,159.71,30.32,0,212.22,427.73,46.85
Total,2070.66,1694.25,376.42,0,2361.14,4550.37,1030.03
